cpu_load,ram_usage,cpu_temp,disk_speed,disk_fill,network_bandwidth,process_count,service_state,state
,,25.87,419.98,24.36,8459.78,181.0,Все работают,Хорошее
,11.09,31.53,,27.05,3242.04,63.0,,Оптимальное
,58.41,,,,,,,Хорошее
,74.54,,,,9631.68,203.0,Некоторые остановлены,Критическое
79.92,,94.96,,,9850.04,93.0,Все работают,Критическое
,74.23,60.39,,81.48,8997.89,239.0,,Критическое
,46.7,,,,,,Некоторые остановлены,Критическое
22.02,0.51,,,,7753.57,73.0,,Оптимальное
,82.83,31.45,254.02,,,319.0,,Критическое
,91.68,29.04,15.16,,9807.2,133.0,,Критическое
14.3,14.74,27.02,340.97,,5812.19,46.0,Все работают,Оптимальное
16.11,,28.5,,,3779.41,,,Оптимальное
,,,,,6814.48,,,Хорошее
2.29,,34.63,195.13,5.39,3017.04,39.0,Все работают,Оптимальное
,,,,,,357.0,,Критическое с риском отказа
,,,7.21,96.91,,223.0,Некоторые остановлены,Критическое с риском отказа
65.67,24.34,99.96,184.39,,,,Все работают,Критическое
,,,849.8,,,,,Оптимальное
,,,,13.57,,,,Хорошее
,15.25,,,,,,,Оптимальное
,34.09,,412.32,,,41.0,,Оптимальное
,,,19.73,,2154.44,196.0,,Критическое
17.47,,,,,,96.0,Все работают,Оптимальное
99.13,,,,,,,Критический сервис остановлен,Критическое с риском отказа
,,,636.29,39.73,,,,Хорошее
,,,899.83,,713.4,,,Оптимальное
,64.46,,,,,,Все работают,Хорошее
,,,18.48,,,,,Критическое
19.98,,44.79,,,5065.64,36.0,Все работают,Оптимальное
,51.5,,13.96,81.08,,834.0,,Критическое с риском отказа
,62.08,46.24,321.79,60.57,1679.03,,Все работают,Хорошее
,,,,54.97,,,,Хорошее
45.03,69.05,21.11,72.33,,8845.31,149.0,Все работают,Хорошее
13.98,3.43,,382.42,,,65.0,,Оптимальное
,,95.07,,99.13,,959.0,Все работают,Критическое с риском отказа
,,,45.2,,,,,Критическое
,,,,22.45,,,,Оптимальное
67.97,50.24,,30.08,86.38,,,,Критическое с риском отказа
39.5,,,,,,105.0,,Критическое
54.75,76.81,77.04,26.52,28.91,,294.0,,Критическое
,,21.75,,9.85,,,,Оптимальное
,28.26,,50.66,,8363.18,100.0,,Хорошее
,,108.26,,,,,,Критическое с риском отказа
,49.5,47.71,,,,,,Критическое
,83.3,,,,,,,Критическое
18.67,43.78,,,,,118.0,Все работают,Хорошее
68.19,87.39,36.33,14.85,88.48,8804.5,,Все работают,Критическое
4.02,87.8,71.3,54.13,2.26,9925.44,195.0,,Критическое
25.56,,,,1.72,4156.61,68.0,,Оптимальное
,,34.48,844.36,24.86,778.62,45.0,Все работают,Оптимальное
,,69.85,,83.44,,,,Хорошее
,,,,69.74,,,,Критическое
,,64.06,,,,,,Хорошее
19.29,27.46,,,58.75,7870.53,,Все работают,Оптимальное
,,20.57,,22.4,,,,Оптимальное
,46.88,,59.41,,8568.68,,Все работают,Критическое
,53.9,,52.12,84.02,,,Все работают,Хорошее
21.42,20.88,,507.29,13.45,2046.73,73.0,Все работают,Оптимальное
,56.93,70.47,,,,,Все работают,Хорошее
87.38,79.62,70.46,,,9310.63,126.0,Все работают,Критическое
35.54,54.65,23.24,74.18,79.89,8183.77,,Все работают,Хорошее
28.13,,,,,,,,Оптимальное
,20.75,44.26,485.08,21.34,,87.0,,Оптимальное
,,44.84,178.89,3.32,,,,Оптимальное
55.41,,,679.66,73.28,,,,Хорошее
,,,,,9275.15,174.0,,Критическое
61.69,20.1,83.01,,86.95,8262.67,470.0,,Критическое
79.99,,96.8,31.71,43.41,9585.27,135.0,Все работают,Критическое
,,64.79,,84.69,8653.0,146.0,,Критическое
81.16,58.9,118.39,,97.94,,318.0,,Критическое с риском отказа
24.59,,48.24,311.27,82.11,,118.0,Все работают,Хорошее
16.87,,52.75,714.0,69.47,8657.93,56.0,Все работают,Хорошее
,,,,79.3,7985.5,,Все работают,Хорошее
,67.23,,,,,,,Критическое
,45.7,,,,,,,Хорошее
23.85,,47.42,,38.07,,,,Оптимальное
,,,35.77,,,,,Критическое с риском отказа
6.41,,63.37,605.83,99.1,5632.44,102.0,Некоторые остановлены,Критическое с риском отказа
4.3,26.12,,340.76,,,61.0,,Оптимальное
,5.25,22.3,98.54,51.51,6651.77,84.0,Все работают,Оптимальное
,,,,,,45.0,,Хорошее
18.31,28.29,,,56.89,2235.59,47.0,Все работают,Оптимальное
,,,,1.57,,40.0,Все работают,Оптимальное
,36.26,,773.49,,,89.0,Все работают,Оптимальное
,,,194.66,,,,,Оптимальное
22.13,10.57,32.51,460.82,,,,,Оптимальное
,,,,,,,Все работают,Оптимальное
,,85.92,,97.78,,215.0,Некоторые остановлены,Критическое
68.01,,,65.49,,,,Все работают,Критическое
,33.89,60.6,,8.31,2142.11,,Все работают,Хорошее
19.08,,,,,,,,Оптимальное
36.58,63.84,,,,132.5,177.0,Все работают,Хорошее
25.09,,30.65,,,,,,Оптимальное
2.46,22.18,36.02,,,1039.14,42.0,Все работают,Оптимальное
34.39,94.68,32.14,15.23,78.0,,279.0,Некоторые остановлены,Критическое
22.39,3.69,25.34,641.91,,,,,Оптимальное
,,26.27,292.93,,6015.57,49.0,,Оптимальное
85.65,,,106.67,75.01,8480.89,281.0,Некоторые остановлены,Критическое
,,,,,8529.92,54.0,,Хорошее
18.63,,,,,,,,Критическое с риском отказа
47.56,23.26,53.37,251.12,72.49,,,,Хорошее
,,41.72,,,,59.0,,Оптимальное
30.1,,,19.73,91.27,2154.44,196.0,,Критическое
,35.01,69.68,223.29,74.45,3945.83,46.0,Все работают,Хорошее
,,,,,,61.0,Все работают,Хорошее
,,57.89,,,2855.79,64.0,,Хорошее
35.41,,64.18,984.94,,3290.32,194.0,Все работают,Хорошее
,,68.29,,78.3,,,,Хорошее
,,,,56.23,4007.72,,,Оптимальное
18.62,95.3,101.49,,,9168.85,75.0,,Критическое с риском отказа
,,33.98,52.45,57.82,,,,Критическое
,43.78,61.35,,83.41,,,,Хорошее
39.78,9.53,,5.42,87.88,1365.37,87.0,,Критическое с риском отказа
29.41,97.97,56.13,,93.49,,,,Критическое с риском отказа
97.75,,,,,,,,Критическое с риском отказа
,75.32,98.33,788.21,,,55.0,Все работают,Критическое
28.96,26.64,35.02,,24.24,4632.88,57.0,Все работают,Оптимальное
13.9,13.92,46.09,325.49,10.81,7885.59,,Все работают,Оптимальное
30.12,,51.31,18.49,15.22,9006.98,151.0,Все работают,Критическое
,75.9,,,,,,,Критическое
32.33,,35.71,5.15,98.05,3255.5,59.0,Критический сервис остановлен,Критическое с риском отказа
,,34.17,,83.42,,323.0,,Критическое
92.89,,,,,,,Критический сервис остановлен,Критическое с риском отказа
,,67.36,939.51,2.23,,108.0,,Хорошее
,,,753.44,,,,,Оптимальное
,99.69,,57.54,99.73,1638.51,170.0,Все работают,Критическое с риском отказа
,0.19,,,18.81,2176.47,,Все работают,Оптимальное
68.65,,,20.0,,,,,Критическое
20.32,,,,,,,,Оптимальное
,10.77,89.09,,,6013.44,,Все работают,Критическое
13.28,53.28,28.2,,,,,,Хорошее
20.8,16.73,32.69,590.52,,,92.0,Все работают,Оптимальное
16.27,,69.61,,75.35,,,,Хорошее
,37.89,21.55,713.45,44.25,6189.65,,,Оптимальное
,49.43,,850.29,,,,,Хорошее
,,75.28,,,,,,Критическое
,,,,82.89,,,,Хорошее
,,,,,9201.34,,,Критическое
,34.58,,12.31,91.1,8825.74,,Некоторые остановлены,Критическое
,,,,63.4,,,,Хорошее
25.91,,,,,,,,Хорошее
,15.53,35.71,873.18,,6002.16,45.0,Все работают,Оптимальное
51.85,91.11,,18.43,91.47,9143.45,0.0,Некоторые остановлены,Критическое с риском отказа
25.84,,49.32,,35.18,4304.95,89.0,Все работают,Оптимальное
26.39,,,,,8059.51,,Все работают,Хорошее
,,,702.18,,,,,Хорошее
22.87,22.29,,,,7879.7,,,Оптимальное
93.11,1.35,91.14,,33.55,8587.19,194.0,,Критическое с риском отказа
46.55,50.36,,48.67,24.4,9249.47,60.0,Некоторые остановлены,Критическое
39.38,63.22,39.12,65.1,74.42,8933.75,,Все работают,Хорошее
,,,323.74,49.14,,,,Оптимальное
73.54,,,,,,,,Критическое с риском отказа
,,57.99,,,,,,Критическое
,79.68,,,96.26,,,,Критическое
,,,,97.84,,,,Критическое
99.7,97.45,79.69,,64.26,,45.0,Некоторые остановлены,Критическое с риском отказа
22.86,24.89,,106.79,56.31,3487.54,52.0,Все работают,Оптимальное
2.96,29.16,30.76,975.69,31.22,3665.64,56.0,,Оптимальное
,35.83,49.91,,19.46,7541.98,90.0,Все работают,Оптимальное
,0.32,47.3,851.42,83.06,8374.73,195.0,Все работают,Хорошее
93.92,69.5,25.03,830.92,,504.25,736.0,Критический сервис остановлен,Критическое с риском отказа
,,,,24.93,,,Все работают,Оптимальное
34.39,,,,,8858.83,,,Критическое
85.89,,24.96,60.89,92.57,8937.09,277.0,Все работают,Критическое
,,39.77,332.77,16.02,7156.45,39.0,Все работают,Оптимальное
,90.49,,,,,,,Критическое
,,64.99,,,,,Все работают,Хорошее
47.33,,,277.3,,,,,Хорошее
17.69,57.38,51.03,,70.66,,125.0,,Хорошее
,,31.78,898.97,,2284.48,,,Оптимальное
,68.09,,,20.53,8723.66,,Все работают,Хорошее
,,44.76,,,3984.3,,Все работают,Оптимальное
,63.63,,67.38,78.42,8059.2,91.0,Все работают,Хорошее
68.57,90.27,95.9,34.71,94.05,,,,Критическое
,,,,27.09,63.02,,,Оптимальное
35.66,45.17,,50.29,69.91,,41.0,Все работают,Хорошее
28.19,,98.27,77.29,65.19,8870.71,475.0,Все работают,Критическое
45.45,,,41.89,26.82,5427.37,58.0,Некоторые остановлены,Критическое
37.06,58.43,44.43,821.82,60.99,8072.86,200.0,,Хорошее
30.25,99.65,,,,,831.0,,Критическое с риском отказа
80.13,,,,,9186.72,,,Критическое
19.54,,42.57,501.03,44.91,,84.0,,Оптимальное
,,,50.27,,4446.06,,,Критическое с риском отказа
,87.09,,,,,151.0,,Критическое
46.76,9.41,69.51,61.18,78.45,,143.0,,Хорошее
66.02,,36.26,672.8,,9975.55,86.0,,Критическое
,,80.57,948.61,,,,Все работают,Критическое с риском отказа
,,,,,,,Все работают,Оптимальное
,,,289.3,,,,,Оптимальное
34.09,96.53,80.46,5.15,81.61,,655.0,,Критическое с риском отказа
,,31.01,,,,,,Хорошее
,34.63,48.95,845.92,43.02,,51.0,Все работают,Оптимальное
15.89,,,,62.48,,,Все работают,Хорошее
8.4,,,853.37,49.26,4249.79,,,Оптимальное
22.64,,,752.56,,6759.29,64.0,,Оптимальное
17.77,38.55,95.68,,92.77,,280.0,,Критическое
,,,50.83,,,,,Хорошее
,,,73.16,,,,,Хорошее
,3.18,27.62,323.74,49.14,,89.0,Все работают,Оптимальное
26.75,,,,,,64.0,,Оптимальное
,,68.96,960.11,,3031.65,,,Хорошее
,,90.57,12.06,,,,Все работают,Критическое
63.86,24.33,68.0,77.32,73.31,1067.17,,Некоторые остановлены,Критическое
11.21,28.38,,,,,195.0,Все работают,Хорошее
28.86,,97.17,70.63,99.11,9314.75,500.0,Все работают,Критическое с риском отказа
9.38,,89.35,972.55,40.73,2558.65,274.0,Все работают,Критическое
90.2,93.04,116.01,39.16,98.41,9127.44,,Критический сервис остановлен,Критическое с риском отказа
,12.43,37.59,,,,446.0,,Критическое
66.95,96.19,59.13,57.52,99.58,4046.63,,,Критическое с риском отказа
,,,65.49,,8714.03,196.0,,Хорошее
,,,,,8054.46,130.0,,Критическое
41.83,,,,92.88,,499.0,,Критическое с риском отказа
,,59.18,,74.41,,,Все работают,Хорошее
95.83,,22.47,,,,,,Критическое с риском отказа
,26.85,45.47,914.34,30.67,7793.14,63.0,,Оптимальное
,99.15,,,,,68.0,,Критическое с риском отказа
62.02,48.53,,55.64,,4348.85,,Все работают,Критическое
99.48,,78.97,1.28,98.1,,,Все работают,Критическое с риском отказа
,,114.78,16.12,88.66,9939.26,71.0,,Критическое с риском отказа
76.38,85.81,59.62,,,,,,Критическое
,,,955.57,,,39.0,,Оптимальное
,,75.19,,12.67,,,Все работают,Критическое
45.85,52.18,,468.69,70.09,1978.9,89.0,Все работают,Хорошее
,49.99,61.49,,,8866.5,,Некоторые остановлены,Критическое
6.57,16.07,35.77,,,,,,Оптимальное
,99.98,,999.07,,862.89,60.0,Некоторые остановлены,Критическое с риском отказа
,97.56,,297.48,99.24,2996.19,,,Критическое с риском отказа
43.63,,28.19,229.49,,6326.14,81.0,Все работают,Хорошее
47.83,,,603.61,83.93,1500.42,153.0,Все работают,Хорошее
19.65,69.23,,,,7452.19,,,Хорошее
42.84,,74.23,676.07,30.83,8042.09,,Все работают,Хорошее
32.35,,31.17,979.68,,,,Все работают,Хорошее
15.23,,,591.64,,8767.71,,Все работают,Хорошее
7.05,,,63.02,,,,Все работают,Хорошее
,93.41,38.19,37.82,65.82,8683.39,,Некоторые остановлены,Критическое
20.06,,46.87,,35.82,6147.63,78.0,Все работают,Оптимальное
79.77,96.45,52.35,,93.92,9613.03,,,Критическое с риском отказа
,55.73,60.14,,73.76,,,,Хорошее
28.66,,,,,,,,Критическое с риском отказа
70.38,4.89,65.83,15.81,38.81,9440.49,31.0,,Критическое
,,,,,,65.0,Все работают,Оптимальное
78.87,62.25,,69.77,86.18,8649.17,,,Критическое
,,,,,3317.83,,,Оптимальное
,23.4,48.89,,14.91,2201.88,42.0,Все работают,Оптимальное
57.15,13.6,,836.37,,,,,Хорошее
,,42.73,,65.05,,46.0,Все работают,Хорошее
,,,,,9355.57,,,Критическое с риском отказа
,48.22,,,,,,Некоторые остановлены,Критическое
,41.99,,,,,295.0,,Критическое с риском отказа
15.83,,,,,875.49,,,Оптимальное
,,34.95,473.39,53.26,7690.55,99.0,Все работают,Оптимальное
31.39,51.29,54.41,240.25,,,165.0,,Хорошее
,31.59,,,81.2,,131.0,Все работают,Хорошее
,,51.21,8.25,,8925.64,116.0,Некоторые остановлены,Критическое с риском отказа
,92.92,51.79,66.21,95.48,,280.0,Некоторые остановлены,Критическое
,,,155.33,,,,,Оптимальное
,,87.61,,,,350.0,,Критическое
,,29.73,290.79,30.96,,,,Оптимальное
,,,71.96,34.31,,,Все работают,Критическое
,,,,,8530.75,,,Критическое
30.82,,,,,,,,Хорошее
,,116.89,,64.29,1243.47,,Все работают,Критическое с риском отказа
,,38.53,322.62,,,484.0,,Критическое с риском отказа
9.94,,61.01,,,8383.27,,,Критическое с риском отказа
5.55,10.45,44.87,537.77,68.4,4216.21,60.0,,Оптимальное
90.63,64.88,39.58,5.37,99.28,,131.0,Все работают,Критическое с риском отказа
18.66,26.44,,65.14,,8990.71,87.0,,Хорошее
26.62,28.86,,124.86,39.52,5093.93,76.0,Все работают,Оптимальное
86.5,,,2.42,98.67,9120.5,156.0,Все работают,Критическое с риском отказа
,,45.06,,,8056.94,134.0,,Хорошее
17.33,65.47,92.09,,97.59,9852.9,175.0,Все работают,Критическое
40.22,,,73.86,,798.26,122.0,Все работают,Хорошее
,59.55,,,,,100.0,Все работают,Хорошее
34.93,31.57,85.37,,87.53,9020.16,,,Критическое
,,43.83,,34.67,4557.34,95.0,Все работают,Оптимальное
,81.02,91.33,,83.08,,,,Критическое
,24.94,,,25.84,,,Все работают,Оптимальное
73.64,,,,,4944.9,,Все работают,Критическое
,76.18,,,,,,,Критическое
,,74.25,,18.62,8480.34,,,Хорошее
31.72,58.23,,588.74,17.24,,,Все работают,Хорошее
,20.71,96.82,49.53,5.86,,357.0,,Критическое
,7.48,109.56,628.68,72.24,,,Некоторые остановлены,Критическое с риском отказа
16.64,17.26,31.52,,,,75.0,Все работают,Оптимальное
16.25,23.6,35.26,329.85,51.47,2814.41,37.0,,Оптимальное
,12.7,,3.03,95.13,,318.0,,Критическое с риском отказа
55.01,43.93,63.3,647.77,95.88,,242.0,Некоторые остановлены,Критическое
16.63,,47.05,815.21,,5289.83,,Все работают,Оптимальное
,62.78,20.32,,,1683.61,,,Критическое
6.98,72.34,70.5,,,4044.51,262.0,Все работают,Критическое
4.18,,21.53,,,5360.62,,Все работают,Оптимальное
,65.51,,,78.52,,198.0,,Хорошее
3.98,24.77,68.74,,81.27,1343.32,162.0,Все работают,Хорошее
,,40.08,,,4383.88,,,Критическое
27.7,5.37,35.63,770.51,23.99,7253.06,78.0,,Оптимальное
,97.43,80.83,63.11,78.74,6456.11,51.0,Критический сервис остановлен,Критическое с риском отказа
41.52,1.68,35.57,,,,136.0,Все работают,Хорошее
29.69,22.43,,5.81,98.97,5020.19,6.0,Все работают,Критическое с риском отказа
24.41,15.83,27.91,,72.3,8901.91,185.0,Все работают,Хорошее
,,,,,2147.69,,Все работают,Критическое
,,89.7,,73.7,4628.02,4.0,Все работают,Критическое с риском отказа
,,,42.71,98.52,9078.16,,Все работают,Критическое с риском отказа
,,58.39,59.35,78.72,8341.28,48.0,,Хорошее
19.68,13.45,,741.55,30.37,,41.0,Все работают,Оптимальное
,26.59,48.66,59.64,20.71,5326.46,81.0,Все работают,Хорошее
28.53,31.85,49.24,,,5685.55,40.0,Все работают,Оптимальное
12.83,47.09,,75.39,28.06,6119.3,169.0,Все работают,Хорошее
,,25.88,51.06,3.76,,,,Критическое
85.51,,34.17,,,,,Все работают,Критическое
59.61,81.95,74.45,35.93,,,89.0,Все работают,Критическое
13.75,,82.67,,26.64,,,Все работают,Критическое
71.4,,29.46,60.08,56.92,9506.43,,Все работают,Критическое
,36.86,42.22,138.55,0.92,615.38,100.0,,Оптимальное
47.95,41.31,59.43,155.4,71.92,3838.51,,Все работают,Хорошее
,,,,77.85,,,,Хорошее
,15.07,,,12.13,335.09,33.0,Все работают,Оптимальное
,42.7,,69.31,71.45,,,Все работают,Хорошее
4.74,45.46,50.37,,6.58,,99.0,,Хорошее
,50.69,92.1,,99.17,,,Критический сервис остановлен,Критическое с риском отказа
4.1,,,745.86,,3075.88,82.0,,Оптимальное
19.12,63.69,27.64,,,,,Все работают,Хорошее
24.33,,,12.35,,5101.98,564.0,Все работают,Критическое с риском отказа
,,,,10.58,,,,Оптимальное
28.53,31.85,49.24,106.91,58.85,5685.55,40.0,,Оптимальное
,65.27,40.13,927.12,11.29,8535.59,,Все работают,Хорошее
,43.01,27.06,,,,142.0,,Хорошее
30.62,5.39,,104.87,55.64,8272.68,151.0,Все работают,Хорошее
0.66,82.32,99.44,12.71,,,82.0,Некоторые остановлены,Критическое
7.16,73.8,52.1,38.02,86.21,,171.0,Некоторые остановлены,Критическое
94.4,52.48,60.91,196.82,98.45,,,Все работают,Критическое с риском отказа
,,71.24,307.45,,8116.45,,,Хорошее
,,,,28.6,,,,Хорошее
,12.91,22.39,828.97,5.46,1636.07,34.0,Все работают,Оптимальное
,52.03,98.34,,83.62,,1.0,Все работают,Критическое с риском отказа
,0.81,46.96,,68.42,1192.77,,Все работают,Оптимальное
,,,,51.56,,491.0,,Критическое с риском отказа
93.08,,71.6,470.02,99.22,9421.58,715.0,Все работают,Критическое с риском отказа
,56.1,47.78,,74.12,3407.52,,,Критическое
,,,306.64,,7094.41,84.0,,Оптимальное
50.85,5.78,49.9,791.77,,1533.83,87.0,Все работают,Хорошее
31.95,,,65.66,,8213.65,102.0,Все работают,Хорошее
40.22,37.71,20.29,,,5260.7,154.0,Все работают,Хорошее
8.56,33.89,26.04,784.43,32.56,,,Все работают,Оптимальное
,,,,,,,Некоторые остановлены,Критическое
46.35,57.45,,625.22,52.16,371.32,130.0,Все работают,Хорошее
37.16,56.21,23.22,,81.49,,143.0,Все работают,Хорошее
43.75,83.36,52.66,29.89,,8638.21,,Все работают,Критическое
,,,,52.29,,,,Критическое
11.42,,,79.55,17.48,6274.35,,,Хорошее
,,,806.37,23.69,186.5,,,Оптимальное
45.82,,,,,5220.04,160.0,,Хорошее
3.07,,,,78.28,,67.0,Все работают,Хорошее
,92.27,76.82,55.33,8.86,7666.24,497.0,Все работают,Критическое с риском отказа
71.25,6.44,51.76,38.92,85.28,1125.9,126.0,,Критическое
,,41.87,,,,,,Оптимальное
3.9,74.23,,71.87,81.48,,239.0,,Критическое
11.91,,24.04,,78.97,,145.0,Все работают,Критическое
29.21,75.74,65.29,29.57,98.71,6685.2,,,Критическое с риском отказа
80.9,96.93,108.05,10.83,98.77,5907.81,,Некоторые остановлены,Критическое с риском отказа
26.08,47.27,,70.58,69.67,8435.81,89.0,Все работают,Хорошее
,,,,98.67,,,Все работают,Критическое с риском отказа
,,,,28.8,8714.56,161.0,Все работают,Хорошее
,,98.05,31.45,29.01,,,,Критическое
,,,349.16,77.1,,32.0,,Хорошее
,,72.71,,79.36,8443.61,103.0,,Критическое
51.17,,67.99,53.82,61.58,8095.27,92.0,,Хорошее
,,74.34,3.31,,3594.03,554.0,Критический сервис остановлен,Критическое с риском отказа
52.46,8.35,45.6,,,8043.81,,Все работают,Хорошее
93.03,,,54.85,59.76,9411.11,86.0,Критический сервис остановлен,Критическое с риском отказа
76.08,87.9,,,,,,Все работают,Критическое
,,,20.0,94.56,,,,Критическое
,18.32,,,,,,Все работают,Оптимальное
,31.58,,845.26,,,,,Оптимальное
,56.42,,,,8556.29,70.0,Критический сервис остановлен,Критическое с риском отказа
65.78,,,,25.79,,,,Критическое
,,111.95,5.44,,,137.0,,Критическое с риском отказа
,,47.4,,,,,,Критическое
,25.11,,24.3,91.65,,233.0,Все работают,Критическое
,63.19,60.43,791.08,,8650.17,138.0,Все работают,Хорошее
8.0,34.89,25.99,,,,,,Оптимальное
,63.81,58.57,873.81,,5161.08,43.0,Все работают,Хорошее
17.27,87.61,,,75.58,,,,Критическое
20.11,,60.23,67.72,,8913.58,,Все работают,Хорошее
56.99,19.93,,,43.05,,58.0,Все работают,Хорошее
,,20.59,,80.18,,,,Хорошее
16.57,3.57,29.77,,,,,,Оптимальное
,31.49,,9.68,83.12,,612.0,,Критическое с риском отказа
19.67,39.58,21.86,,7.15,4395.58,52.0,Все работают,Оптимальное
22.98,,117.08,24.98,,9433.56,110.0,Критический сервис остановлен,Критическое с риском отказа
27.52,2.96,,185.49,12.89,82.95,87.0,Все работают,Оптимальное
19.91,,,,77.85,8481.65,,,Хорошее
,32.2,24.34,351.62,23.18,7308.22,78.0,Все работают,Оптимальное
,,56.23,,,,142.0,,Хорошее
,46.4,,56.01,,,186.0,,Хорошее
29.51,,74.21,,,,,Некоторые остановлены,Критическое
,19.88,,,,,,Все работают,Оптимальное
,22.41,20.45,615.28,,,,,Оптимальное
,1.73,67.83,73.7,,,290.0,Все работают,Критическое
19.94,,,,,,,Все работают,Критическое
,,54.91,,44.98,,,,Хорошее
78.01,,,26.24,80.91,,,,Критическое
26.54,,,,,,,,Оптимальное
0.31,,41.13,454.3,25.22,570.57,,Все работают,Оптимальное
91.63,26.92,30.27,,,9320.02,10.0,Некоторые остановлены,Критическое с риском отказа
41.37,,,575.85,,8316.94,61.0,,Хорошее
,18.44,,626.99,,,472.0,,Критическое
,,,344.97,29.96,,77.0,Все работают,Оптимальное
23.83,5.89,,585.4,12.93,4666.33,37.0,Все работают,Оптимальное
,20.67,,453.47,58.17,8189.34,80.0,Все работают,Хорошее
,73.99,98.1,,,,,,Критическое с риском отказа
10.02,41.53,52.42,516.39,63.25,8343.54,,Все работают,Хорошее
37.01,27.09,68.1,,73.9,,53.0,Все работают,Хорошее
,,96.61,,,8155.26,,Все работают,Критическое
42.79,,,485.94,,,65.0,,Хорошее
,,,,,,,Все работают,Хорошее
,48.81,49.06,650.89,,3908.8,,Все работают,Хорошее
9.5,,49.67,,76.16,6833.67,46.0,Все работают,Хорошее
21.69,,,,39.38,1204.03,55.0,,Оптимальное
5.23,97.75,115.85,1.42,81.59,,,Все работают,Критическое с риском отказа
,,,69.49,,8474.06,177.0,Все работают,Хорошее
37.95,38.33,61.68,629.03,74.47,6035.05,,,Хорошее
16.52,3.58,48.15,353.99,16.85,4717.55,,Все работают,Оптимальное
83.44,,39.68,,,,168.0,,Критическое
,23.06,,,,2355.89,,,Оптимальное
,,,,,,66.0,,Оптимальное
41.13,,85.92,19.41,,,215.0,,Критическое
,,,662.98,,,,,Хорошее
,39.78,73.66,,25.54,,,Все работают,Хорошее
,,,636.84,,,,,Оптимальное
,,,40.57,22.36,,,,Критическое с риском отказа
55.51,36.35,54.24,79.38,,,182.0,Все работают,Хорошее
57.62,23.87,58.57,79.32,76.03,8942.78,132.0,,Хорошее
23.29,,,547.88,,7386.63,38.0,,Оптимальное
27.42,,22.2,,,2324.7,,,Оптимальное
46.18,6.35,,,84.39,8389.77,,Все работают,Хорошее
20.86,2.85,,119.57,,5204.36,,,Оптимальное
,,,,,5748.4,,,Оптимальное
94.98,97.66,43.33,227.26,,,9.0,,Критическое с риском отказа
,,,,,6839.36,,Все работают,Хорошее
,,,,,8096.55,,,Хорошее
7.9,,,,,,,,Хорошее
,5.14,34.84,940.92,12.72,1041.82,68.0,Все работают,Оптимальное
,,45.85,,76.7,,118.0,Все работают,Хорошее
,,,68.62,,,601.0,,Критическое с риском отказа
,69.63,66.29,,72.51,,,Все работают,Хорошее
,,57.03,949.29,,,161.0,,Хорошее
21.46,,40.37,,,3482.02,,,Оптимальное
17.02,,31.01,75.24,,1870.94,119.0,Все работают,Хорошее
,12.05,29.64,73.8,54.88,,,,Хорошее
,63.27,,,,,,,Хорошее
,,91.92,951.18,,,,,Критическое
18.1,11.37,48.54,,,483.95,,,Оптимальное
17.91,2.34,,172.12,37.36,4605.54,,Все работают,Оптимальное
60.4,4.06,88.0,19.71,,4613.36,,Некоторые остановлены,Критическое
,,62.06,69.16,78.87,2763.83,,Все работают,Хорошее
,36.08,24.64,,45.02,3949.82,,Все работают,Оптимальное
,2.56,,63.88,20.15,,,Все работают,Хорошее
,,,467.71,2.35,,,,Оптимальное
,,,426.95,,7729.32,81.0,Все работают,Оптимальное
,32.07,26.99,,99.71,5414.8,141.0,Все работают,Критическое с риском отказа
21.98,,,115.2,27.01,3261.05,41.0,Все работают,Оптимальное
81.14,59.57,61.99,58.24,,9277.08,163.0,,Критическое
,,67.44,,,,810.0,Некоторые остановлены,Критическое с риском отказа
31.18,93.41,38.19,,,,,Некоторые остановлены,Критическое
1.13,19.02,45.62,,22.0,,92.0,,Оптимальное
,,,993.8,55.6,3430.45,62.0,Все работают,Оптимальное
,49.49,59.79,,86.18,9875.49,85.0,Все работают,Критическое
,,49.34,953.47,,,63.0,,Оптимальное
,,,,,8849.76,,,Хорошее
64.0,95.4,21.97,693.98,99.53,2297.05,,Критический сервис остановлен,Критическое с риском отказа
,,70.91,,,,,,Хорошее
43.58,94.74,56.34,74.83,,,275.0,Все работают,Критическое
,0.0,43.98,,,6413.02,37.0,Все работают,Оптимальное
26.62,,,124.86,,,76.0,,Оптимальное
,,,,44.84,,116.0,,Критическое
,,41.29,,,7576.49,,Все работают,Оптимальное
19.98,10.61,59.27,,,2598.85,50.0,Все работают,Хорошее
15.24,13.89,49.9,426.95,,7729.32,81.0,,Оптимальное
44.81,56.6,36.05,76.36,84.12,8918.18,158.0,,Хорошее
33.73,26.34,,808.25,,,,,Хорошее
18.56,,,85.43,56.96,6097.41,32.0,Все работают,Оптимальное
,98.73,,,,9558.94,446.0,,Критическое с риском отказа
22.75,69.99,66.14,744.15,37.95,,,Все работают,Хорошее
,52.18,,,,,,,Хорошее
,51.39,,,,,,,Хорошее
,58.99,63.2,55.82,75.68,8932.16,,Все работают,Хорошее
,16.32,,,80.66,9938.04,,Все работают,Критическое
81.61,,93.98,9.08,,9796.69,,Некоторые остановлены,Критическое с риском отказа
21.15,,72.88,316.67,,8755.43,132.0,,Хорошее
,,,,8.04,,166.0,,Хорошее
,99.96,,,98.03,,,,Критическое с риском отказа
29.01,,,,,,,,Оптимальное
